Main.Row	Main.Col	Sub.Row	Sub.Col	SubgridAlias	SpotType	Dilution	GridAlias
2	12	8	7	Sample-8-2-2	Sample	50	Sample-522
2	12	8	8	Sample-8-2-3	Sample	25	Sample-522
2	12	8	9	Sample-8-2-4	Sample	12.5	Sample-522
2	12	8	10	Sample-8-2-5	Sample	6.25	Sample-522
2	12	8	11	PosCtrl-2-4	PosCtrl	12.5	PosCtrl-48
2	12	9	1	Sample-9-1-1	Sample	100	Sample-523
2	12	9	2	Sample-9-1-2	Sample	50	Sample-523
2	12	9	3	Sample-9-1-3	Sample	25	Sample-523
2	12	9	4	Sample-9-1-4	Sample	12.5	Sample-523
2	12	9	5	Sample-9-1-5	Sample	6.25	Sample-523
2	12	9	6	Sample-9-2-1	Sample	100	Sample-524
2	12	9	7	Sample-9-2-2	Sample	50	Sample-524
2	12	9	8	Sample-9-2-3	Sample	25	Sample-524
2	12	9	9	Sample-9-2-4	Sample	12.5	Sample-524
2	12	9	10	Sample-9-2-5	Sample	6.25	Sample-524
2	12	9	11	PosCtrl-2-3	PosCtrl	25	PosCtrl-48
2	12	10	1	Sample-10-1-1	Sample	100	Sample-525
2	12	10	2	Sample-10-1-2	Sample	50	Sample-525
2	12	10	3	Sample-10-1-3	Sample	25	Sample-525
2	12	10	4	Sample-10-1-4	Sample	12.5	Sample-525
2	12	10	5	Sample-10-1-5	Sample	6.25	Sample-525
2	12	10	6	Sample-10-2-1	Sample	100	Sample-526
2	12	10	7	Sample-10-2-2	Sample	50	Sample-526
2	12	10	8	Sample-10-2-3	Sample	25	Sample-526
2	12	10	9	Sample-10-2-4	Sample	12.5	Sample-526
2	12	10	10	Sample-10-2-5	Sample	6.25	Sample-526
2	12	10	11	PosCtrl-2-2	PosCtrl	50	PosCtrl-48
2	12	11	1	Sample-11-1-1	Sample	100	Sample-527
2	12	11	2	Sample-11-1-2	Sample	50	Sample-527
2	12	11	3	Sample-11-1-3	Sample	25	Sample-527
2	12	11	4	Sample-11-1-4	Sample	12.5	Sample-527
2	12	11	5	Sample-11-1-5	Sample	6.25	Sample-527
2	12	11	6	Sample-11-2-1	Sample	100	Sample-528
2	12	11	7	Sample-11-2-2	Sample	50	Sample-528
2	12	11	8	Sample-11-2-3	Sample	25	Sample-528
2	12	11	9	Sample-11-2-4	Sample	12.5	Sample-528
2	12	11	10	Sample-11-2-5	Sample	6.25	Sample-528
2	12	11	11	PosCtrl-2-1	PosCtrl	100	PosCtrl-48
3	1	1	1	Sample-1-1-1	Sample	100	Sample-529
3	1	1	2	Sample-1-1-2	Sample	50	Sample-529
3	1	1	3	Sample-1-1-3	Sample	25	Sample-529
3	1	1	4	Sample-1-1-4	Sample	12.5	Sample-529
3	1	1	5	Sample-1-1-5	Sample	6.25	Sample-529
3	1	1	6	Sample-1-2-1	Sample	100	Sample-530
3	1	1	7	Sample-1-2-2	Sample	50	Sample-530
3	1	1	8	Sample-1-2-3	Sample	25	Sample-530
3	1	1	9	Sample-1-2-4	Sample	12.5	Sample-530
3	1	1	10	Sample-1-2-5	Sample	6.25	Sample-530
3	1	1	11	PosCtrl-1-1	PosCtrl	100	PosCtrl-49
3	1	2	1	Sample-2-1-1	Sample	100	Sample-531
3	1	2	2	Sample-2-1-2	Sample	50	Sample-531
3	1	2	3	Sample-2-1-3	Sample	25	Sample-531
3	1	2	4	Sample-2-1-4	Sample	12.5	Sample-531
3	1	2	5	Sample-2-1-5	Sample	6.25	Sample-531
3	1	2	6	Sample-2-2-1	Sample	100	Sample-532
3	1	2	7	Sample-2-2-2	Sample	50	Sample-532
3	1	2	8	Sample-2-2-3	Sample	25	Sample-532
3	1	2	9	Sample-2-2-4	Sample	12.5	Sample-532
3	1	2	10	Sample-2-2-5	Sample	6.25	Sample-532
3	1	2	11	PosCtrl-1-2	PosCtrl	50	PosCtrl-49
3	1	3	1	Sample-3-1-1	Sample	100	Sample-533
3	1	3	2	Sample-3-1-2	Sample	50	Sample-533
3	1	3	3	Sample-3-1-3	Sample	25	Sample-533
3	1	3	4	Sample-3-1-4	Sample	12.5	Sample-533
3	1	3	5	Sample-3-1-5	Sample	6.25	Sample-533
3	1	3	6	Sample-3-2-1	Sample	100	Sample-534
3	1	3	7	Sample-3-2-2	Sample	50	Sample-534
3	1	3	8	Sample-3-2-3	Sample	25	Sample-534
3	1	3	9	Sample-3-2-4	Sample	12.5	Sample-534
3	1	3	10	Sample-3-2-5	Sample	6.25	Sample-534
3	1	3	11	PosCtrl-1-3	PosCtrl	25	PosCtrl-49
3	1	4	1	Sample-4-1-1	Sample	100	Sample-535
3	1	4	2	Sample-4-1-2	Sample	50	Sample-535
3	1	4	3	Sample-4-1-3	Sample	25	Sample-535
3	1	4	4	Sample-4-1-4	Sample	12.5	Sample-535
3	1	4	5	Sample-4-1-5	Sample	6.25	Sample-535
3	1	4	6	Sample-4-2-1	Sample	100	Sample-536
3	1	4	7	Sample-4-2-2	Sample	50	Sample-536
3	1	4	8	Sample-4-2-3	Sample	25	Sample-536
3	1	4	9	Sample-4-2-4	Sample	12.5	Sample-536
3	1	4	10	Sample-4-2-5	Sample	6.25	Sample-536
3	1	4	11	PosCtrl-1-4	PosCtrl	12.5	PosCtrl-49
3	1	5	1	Sample-5-1-1	Sample	100	Sample-537
3	1	5	2	Sample-5-1-2	Sample	50	Sample-537
3	1	5	3	Sample-5-1-3	Sample	25	Sample-537
3	1	5	4	Sample-5-1-4	Sample	12.5	Sample-537
3	1	5	5	Sample-5-1-5	Sample	6.25	Sample-537
3	1	5	6	Sample-5-2-1	Sample	100	Sample-538
3	1	5	7	Sample-5-2-2	Sample	50	Sample-538
3	1	5	8	Sample-5-2-3	Sample	25	Sample-538
3	1	5	9	Sample-5-2-4	Sample	12.5	Sample-538
3	1	5	10	Sample-5-2-5	Sample	6.25	Sample-538
3	1	5	11	PosCtrl-1-5	PosCtrl	6.25	PosCtrl-49
3	1	6	1	Sample-6-1-1	Sample	100	Sample-539
3	1	6	2	Sample-6-1-2	Sample	50	Sample-539
3	1	6	3	Sample-6-1-3	Sample	25	Sample-539
3	1	6	4	Sample-6-1-4	Sample	12.5	Sample-539
3	1	6	5	Sample-6-1-5	Sample	6.25	Sample-539
3	1	6	6	Sample-6-2-1	Sample	100	Sample-540
3	1	6	7	Sample-6-2-2	Sample	50	Sample-540
3	1	6	8	Sample-6-2-3	Sample	25	Sample-540
3	1	6	9	Sample-6-2-4	Sample	12.5	Sample-540
3	1	6	10	Sample-6-2-5	Sample	6.25	Sample-540
3	1	6	11	NegCtrl	NegCtrl	0	NegCtrl-25
3	1	7	1	Sample-7-1-1	Sample	100	Sample-541
3	1	7	2	Sample-7-1-2	Sample	50	Sample-541
3	1	7	3	Sample-7-1-3	Sample	25	Sample-541
3	1	7	4	Sample-7-1-4	Sample	12.5	Sample-541
3	1	7	5	Sample-7-1-5	Sample	6.25	Sample-541
3	1	7	6	Sample-7-2-1	Sample	100	Sample-542
3	1	7	7	Sample-7-2-2	Sample	50	Sample-542
3	1	7	8	Sample-7-2-3	Sample	25	Sample-542
3	1	7	9	Sample-7-2-4	Sample	12.5	Sample-542
3	1	7	10	Sample-7-2-5	Sample	6.25	Sample-542
3	1	7	11	PosCtrl-2-5	PosCtrl	6.25	PosCtrl-50
3	1	8	1	Sample-8-1-1	Sample	100	Sample-543
3	1	8	2	Sample-8-1-2	Sample	50	Sample-543
3	1	8	3	Sample-8-1-3	Sample	25	Sample-543
3	1	8	4	Sample-8-1-4	Sample	12.5	Sample-543
3	1	8	5	Sample-8-1-5	Sample	6.25	Sample-543
3	1	8	6	Sample-8-2-1	Sample	100	Sample-544
3	1	8	7	Sample-8-2-2	Sample	50	Sample-544
3	1	8	8	Sample-8-2-3	Sample	25	Sample-544
3	1	8	9	Sample-8-2-4	Sample	12.5	Sample-544
3	1	8	10	Sample-8-2-5	Sample	6.25	Sample-544
3	1	8	11	PosCtrl-2-4	PosCtrl	12.5	PosCtrl-50
3	1	9	1	Sample-9-1-1	Sample	100	Sample-545
3	1	9	2	Sample-9-1-2	Sample	50	Sample-545
3	1	9	3	Sample-9-1-3	Sample	25	Sample-545
3	1	9	4	Sample-9-1-4	Sample	12.5	Sample-545
3	1	9	5	Sample-9-1-5	Sample	6.25	Sample-545
3	1	9	6	Sample-9-2-1	Sample	100	Sample-546
3	1	9	7	Sample-9-2-2	Sample	50	Sample-546
3	1	9	8	Sample-9-2-3	Sample	25	Sample-546
3	1	9	9	Sample-9-2-4	Sample	12.5	Sample-546
3	1	9	10	Sample-9-2-5	Sample	6.25	Sample-546
3	1	9	11	PosCtrl-2-3	PosCtrl	25	PosCtrl-50
3	1	10	1	Sample-10-1-1	Sample	100	Sample-547
3	1	10	2	Sample-10-1-2	Sample	50	Sample-547
3	1	10	3	Sample-10-1-3	Sample	25	Sample-547
3	1	10	4	Sample-10-1-4	Sample	12.5	Sample-547
3	1	10	5	Sample-10-1-5	Sample	6.25	Sample-547
3	1	10	6	Sample-10-2-1	Sample	100	Sample-548
3	1	10	7	Sample-10-2-2	Sample	50	Sample-548
3	1	10	8	Sample-10-2-3	Sample	25	Sample-548
3	1	10	9	Sample-10-2-4	Sample	12.5	Sample-548
3	1	10	10	Sample-10-2-5	Sample	6.25	Sample-548
3	1	10	11	PosCtrl-2-2	PosCtrl	50	PosCtrl-50
3	1	11	1	Sample-11-1-1	Sample	100	Sample-549
3	1	11	2	Sample-11-1-2	Sample	50	Sample-549
3	1	11	3	Sample-11-1-3	Sample	25	Sample-549
3	1	11	4	Sample-11-1-4	Sample	12.5	Sample-549
3	1	11	5	Sample-11-1-5	Sample	6.25	Sample-549
3	1	11	6	Sample-11-2-1	Sample	100	Sample-550
3	1	11	7	Sample-11-2-2	Sample	50	Sample-550
3	1	11	8	Sample-11-2-3	Sample	25	Sample-550
3	1	11	9	Sample-11-2-4	Sample	12.5	Sample-550
3	1	11	10	Sample-11-2-5	Sample	6.25	Sample-550
3	1	11	11	PosCtrl-2-1	PosCtrl	100	PosCtrl-50
3	2	1	1	Sample-1-1-1	Sample	100	Sample-551
3	2	1	2	Sample-1-1-2	Sample	50	Sample-551
3	2	1	3	Sample-1-1-3	Sample	25	Sample-551
3	2	1	4	Sample-1-1-4	Sample	12.5	Sample-551
3	2	1	5	Sample-1-1-5	Sample	6.25	Sample-551
3	2	1	6	Sample-1-2-1	Sample	100	Sample-552
3	2	1	7	Sample-1-2-2	Sample	50	Sample-552
3	2	1	8	Sample-1-2-3	Sample	25	Sample-552
3	2	1	9	Sample-1-2-4	Sample	12.5	Sample-552
3	2	1	10	Sample-1-2-5	Sample	6.25	Sample-552
3	2	1	11	PosCtrl-1-1	PosCtrl	100	PosCtrl-51
3	2	2	1	Sample-2-1-1	Sample	100	Sample-553
3	2	2	2	Sample-2-1-2	Sample	50	Sample-553
3	2	2	3	Sample-2-1-3	Sample	25	Sample-553
3	2	2	4	Sample-2-1-4	Sample	12.5	Sample-553
3	2	2	5	Sample-2-1-5	Sample	6.25	Sample-553
3	2	2	6	Sample-2-2-1	Sample	100	Sample-554
3	2	2	7	Sample-2-2-2	Sample	50	Sample-554
3	2	2	8	Sample-2-2-3	Sample	25	Sample-554
3	2	2	9	Sample-2-2-4	Sample	12.5	Sample-554
3	2	2	10	Sample-2-2-5	Sample	6.25	Sample-554
3	2	2	11	PosCtrl-1-2	PosCtrl	50	PosCtrl-51
3	2	3	1	Sample-3-1-1	Sample	100	Sample-555
3	2	3	2	Sample-3-1-2	Sample	50	Sample-555
3	2	3	3	Sample-3-1-3	Sample	25	Sample-555
3	2	3	4	Sample-3-1-4	Sample	12.5	Sample-555
3	2	3	5	Sample-3-1-5	Sample	6.25	Sample-555
3	2	3	6	Sample-3-2-1	Sample	100	Sample-556
3	2	3	7	Sample-3-2-2	Sample	50	Sample-556
3	2	3	8	Sample-3-2-3	Sample	25	Sample-556
3	2	3	9	Sample-3-2-4	Sample	12.5	Sample-556
3	2	3	10	Sample-3-2-5	Sample	6.25	Sample-556
3	2	3	11	PosCtrl-1-3	PosCtrl	25	PosCtrl-51
3	2	4	1	Sample-4-1-1	Sample	100	Sample-557
3	2	4	2	Sample-4-1-2	Sample	50	Sample-557
3	2	4	3	Sample-4-1-3	Sample	25	Sample-557
3	2	4	4	Sample-4-1-4	Sample	12.5	Sample-557
3	2	4	5	Sample-4-1-5	Sample	6.25	Sample-557
3	2	4	6	Sample-4-2-1	Sample	100	Sample-558
3	2	4	7	Sample-4-2-2	Sample	50	Sample-558
3	2	4	8	Sample-4-2-3	Sample	25	Sample-558
3	2	4	9	Sample-4-2-4	Sample	12.5	Sample-558
3	2	4	10	Sample-4-2-5	Sample	6.25	Sample-558
3	2	4	11	PosCtrl-1-4	PosCtrl	12.5	PosCtrl-51
3	2	5	1	Sample-5-1-1	Sample	100	Sample-559
3	2	5	2	Sample-5-1-2	Sample	50	Sample-559
3	2	5	3	Sample-5-1-3	Sample	25	Sample-559
3	2	5	4	Sample-5-1-4	Sample	12.5	Sample-559
3	2	5	5	Sample-5-1-5	Sample	6.25	Sample-559
3	2	5	6	Sample-5-2-1	Sample	100	Sample-560
3	2	5	7	Sample-5-2-2	Sample	50	Sample-560
3	2	5	8	Sample-5-2-3	Sample	25	Sample-560
3	2	5	9	Sample-5-2-4	Sample	12.5	Sample-560
3	2	5	10	Sample-5-2-5	Sample	6.25	Sample-560
3	2	5	11	PosCtrl-1-5	PosCtrl	6.25	PosCtrl-51
3	2	6	1	Sample-6-1-1	Sample	100	Sample-561
3	2	6	2	Sample-6-1-2	Sample	50	Sample-561
3	2	6	3	Sample-6-1-3	Sample	25	Sample-561
3	2	6	4	Sample-6-1-4	Sample	12.5	Sample-561
3	2	6	5	Sample-6-1-5	Sample	6.25	Sample-561
3	2	6	6	Sample-6-2-1	Sample	100	Sample-562
3	2	6	7	Sample-6-2-2	Sample	50	Sample-562
3	2	6	8	Sample-6-2-3	Sample	25	Sample-562
3	2	6	9	Sample-6-2-4	Sample	12.5	Sample-562
3	2	6	10	Sample-6-2-5	Sample	6.25	Sample-562
3	2	6	11	NegCtrl	NegCtrl	0	NegCtrl-26
3	2	7	1	Sample-7-1-1	Sample	100	Sample-563
3	2	7	2	Sample-7-1-2	Sample	50	Sample-563
3	2	7	3	Sample-7-1-3	Sample	25	Sample-563
3	2	7	4	Sample-7-1-4	Sample	12.5	Sample-563
3	2	7	5	Sample-7-1-5	Sample	6.25	Sample-563
3	2	7	6	Sample-7-2-1	Sample	100	Sample-564
3	2	7	7	Sample-7-2-2	Sample	50	Sample-564
3	2	7	8	Sample-7-2-3	Sample	25	Sample-564
3	2	7	9	Sample-7-2-4	Sample	12.5	Sample-564
3	2	7	10	Sample-7-2-5	Sample	6.25	Sample-564
3	2	7	11	PosCtrl-2-5	PosCtrl	6.25	PosCtrl-52
3	2	8	1	Sample-8-1-1	Sample	100	Sample-565
3	2	8	2	Sample-8-1-2	Sample	50	Sample-565
3	2	8	3	Sample-8-1-3	Sample	25	Sample-565
3	2	8	4	Sample-8-1-4	Sample	12.5	Sample-565
3	2	8	5	Sample-8-1-5	Sample	6.25	Sample-565
3	2	8	6	Sample-8-2-1	Sample	100	Sample-566
3	2	8	7	Sample-8-2-2	Sample	50	Sample-566
3	2	8	8	Sample-8-2-3	Sample	25	Sample-566
3	2	8	9	Sample-8-2-4	Sample	12.5	Sample-566
3	2	8	10	Sample-8-2-5	Sample	6.25	Sample-566
3	2	8	11	PosCtrl-2-4	PosCtrl	12.5	PosCtrl-52
3	2	9	1	Sample-9-1-1	Sample	100	Sample-567
3	2	9	2	Sample-9-1-2	Sample	50	Sample-567
3	2	9	3	Sample-9-1-3	Sample	25	Sample-567
3	2	9	4	Sample-9-1-4	Sample	12.5	Sample-567
3	2	9	5	Sample-9-1-5	Sample	6.25	Sample-567
3	2	9	6	Sample-9-2-1	Sample	100	Sample-568
3	2	9	7	Sample-9-2-2	Sample	50	Sample-568
3	2	9	8	Sample-9-2-3	Sample	25	Sample-568
3	2	9	9	Sample-9-2-4	Sample	12.5	Sample-568
3	2	9	10	Sample-9-2-5	Sample	6.25	Sample-568
3	2	9	11	PosCtrl-2-3	PosCtrl	25	PosCtrl-52
3	2	10	1	Sample-10-1-1	Sample	100	Sample-569
3	2	10	2	Sample-10-1-2	Sample	50	Sample-569
3	2	10	3	Sample-10-1-3	Sample	25	Sample-569
3	2	10	4	Sample-10-1-4	Sample	12.5	Sample-569
3	2	10	5	Sample-10-1-5	Sample	6.25	Sample-569
3	2	10	6	Sample-10-2-1	Sample	100	Sample-570
3	2	10	7	Sample-10-2-2	Sample	50	Sample-570
3	2	10	8	Sample-10-2-3	Sample	25	Sample-570
3	2	10	9	Sample-10-2-4	Sample	12.5	Sample-570
3	2	10	10	Sample-10-2-5	Sample	6.25	Sample-570
3	2	10	11	PosCtrl-2-2	PosCtrl	50	PosCtrl-52
3	2	11	1	Sample-11-1-1	Sample	100	Sample-571
3	2	11	2	Sample-11-1-2	Sample	50	Sample-571
3	2	11	3	Sample-11-1-3	Sample	25	Sample-571
3	2	11	4	Sample-11-1-4	Sample	12.5	Sample-571
3	2	11	5	Sample-11-1-5	Sample	6.25	Sample-571
3	2	11	6	Sample-11-2-1	Sample	100	Sample-572
3	2	11	7	Sample-11-2-2	Sample	50	Sample-572
3	2	11	8	Sample-11-2-3	Sample	25	Sample-572
3	2	11	9	Sample-11-2-4	Sample	12.5	Sample-572
3	2	11	10	Sample-11-2-5	Sample	6.25	Sample-572
3	2	11	11	PosCtrl-2-1	PosCtrl	100	PosCtrl-52
3	3	1	1	Sample-1-1-1	Sample	100	Sample-573
3	3	1	2	Sample-1-1-2	Sample	50	Sample-573
3	3	1	3	Sample-1-1-3	Sample	25	Sample-573
3	3	1	4	Sample-1-1-4	Sample	12.5	Sample-573
3	3	1	5	Sample-1-1-5	Sample	6.25	Sample-573
3	3	1	6	Sample-1-2-1	Sample	100	Sample-574
3	3	1	7	Sample-1-2-2	Sample	50	Sample-574
3	3	1	8	Sample-1-2-3	Sample	25	Sample-574
3	3	1	9	Sample-1-2-4	Sample	12.5	Sample-574
3	3	1	10	Sample-1-2-5	Sample	6.25	Sample-574
3	3	1	11	PosCtrl-1-1	PosCtrl	100	PosCtrl-53
3	3	2	1	Sample-2-1-1	Sample	100	Sample-575
3	3	2	2	Sample-2-1-2	Sample	50	Sample-575
3	3	2	3	Sample-2-1-3	Sample	25	Sample-575
3	3	2	4	Sample-2-1-4	Sample	12.5	Sample-575
3	3	2	5	Sample-2-1-5	Sample	6.25	Sample-575
3	3	2	6	Sample-2-2-1	Sample	100	Sample-576
3	3	2	7	Sample-2-2-2	Sample	50	Sample-576
3	3	2	8	Sample-2-2-3	Sample	25	Sample-576
3	3	2	9	Sample-2-2-4	Sample	12.5	Sample-576
3	3	2	10	Sample-2-2-5	Sample	6.25	Sample-576
3	3	2	11	PosCtrl-1-2	PosCtrl	50	PosCtrl-53
3	3	3	1	Sample-3-1-1	Sample	100	Sample-577
3	3	3	2	Sample-3-1-2	Sample	50	Sample-577
3	3	3	3	Sample-3-1-3	Sample	25	Sample-577
3	3	3	4	Sample-3-1-4	Sample	12.5	Sample-577
3	3	3	5	Sample-3-1-5	Sample	6.25	Sample-577
3	3	3	6	Sample-3-2-1	Sample	100	Sample-578
3	3	3	7	Sample-3-2-2	Sample	50	Sample-578
3	3	3	8	Sample-3-2-3	Sample	25	Sample-578
3	3	3	9	Sample-3-2-4	Sample	12.5	Sample-578
3	3	3	10	Sample-3-2-5	Sample	6.25	Sample-578
3	3	3	11	PosCtrl-1-3	PosCtrl	25	PosCtrl-53
3	3	4	1	Sample-4-1-1	Sample	100	Sample-579
3	3	4	2	Sample-4-1-2	Sample	50	Sample-579
3	3	4	3	Sample-4-1-3	Sample	25	Sample-579
3	3	4	4	Sample-4-1-4	Sample	12.5	Sample-579
3	3	4	5	Sample-4-1-5	Sample	6.25	Sample-579
3	3	4	6	Sample-4-2-1	Sample	100	Sample-580
3	3	4	7	Sample-4-2-2	Sample	50	Sample-580
3	3	4	8	Sample-4-2-3	Sample	25	Sample-580
3	3	4	9	Sample-4-2-4	Sample	12.5	Sample-580
3	3	4	10	Sample-4-2-5	Sample	6.25	Sample-580
3	3	4	11	PosCtrl-1-4	PosCtrl	12.5	PosCtrl-53
3	3	5	1	Sample-5-1-1	Sample	100	Sample-581
3	3	5	2	Sample-5-1-2	Sample	50	Sample-581
3	3	5	3	Sample-5-1-3	Sample	25	Sample-581
3	3	5	4	Sample-5-1-4	Sample	12.5	Sample-581
3	3	5	5	Sample-5-1-5	Sample	6.25	Sample-581
3	3	5	6	Sample-5-2-1	Sample	100	Sample-582
3	3	5	7	Sample-5-2-2	Sample	50	Sample-582
3	3	5	8	Sample-5-2-3	Sample	25	Sample-582
3	3	5	9	Sample-5-2-4	Sample	12.5	Sample-582
3	3	5	10	Sample-5-2-5	Sample	6.25	Sample-582
3	3	5	11	PosCtrl-1-5	PosCtrl	6.25	PosCtrl-53
3	3	6	1	Sample-6-1-1	Sample	100	Sample-583
3	3	6	2	Sample-6-1-2	Sample	50	Sample-583
3	3	6	3	Sample-6-1-3	Sample	25	Sample-583
3	3	6	4	Sample-6-1-4	Sample	12.5	Sample-583
3	3	6	5	Sample-6-1-5	Sample	6.25	Sample-583
3	3	6	6	Sample-6-2-1	Sample	100	Sample-584
3	3	6	7	Sample-6-2-2	Sample	50	Sample-584
3	3	6	8	Sample-6-2-3	Sample	25	Sample-584
3	3	6	9	Sample-6-2-4	Sample	12.5	Sample-584
3	3	6	10	Sample-6-2-5	Sample	6.25	Sample-584
3	3	6	11	NegCtrl	NegCtrl	0	NegCtrl-27
3	3	7	1	Sample-7-1-1	Sample	100	Sample-585
3	3	7	2	Sample-7-1-2	Sample	50	Sample-585
3	3	7	3	Sample-7-1-3	Sample	25	Sample-585
3	3	7	4	Sample-7-1-4	Sample	12.5	Sample-585
3	3	7	5	Sample-7-1-5	Sample	6.25	Sample-585
3	3	7	6	Sample-7-2-1	Sample	100	Sample-586
3	3	7	7	Sample-7-2-2	Sample	50	Sample-586
3	3	7	8	Sample-7-2-3	Sample	25	Sample-586
3	3	7	9	Sample-7-2-4	Sample	12.5	Sample-586
3	3	7	10	Sample-7-2-5	Sample	6.25	Sample-586
3	3	7	11	PosCtrl-2-5	PosCtrl	6.25	PosCtrl-54
3	3	8	1	Sample-8-1-1	Sample	100	Sample-587
3	3	8	2	Sample-8-1-2	Sample	50	Sample-587
3	3	8	3	Sample-8-1-3	Sample	25	Sample-587
3	3	8	4	Sample-8-1-4	Sample	12.5	Sample-587
3	3	8	5	Sample-8-1-5	Sample	6.25	Sample-587
3	3	8	6	Sample-8-2-1	Sample	100	Sample-588
3	3	8	7	Sample-8-2-2	Sample	50	Sample-588
3	3	8	8	Sample-8-2-3	Sample	25	Sample-588
3	3	8	9	Sample-8-2-4	Sample	12.5	Sample-588
3	3	8	10	Sample-8-2-5	Sample	6.25	Sample-588
3	3	8	11	PosCtrl-2-4	PosCtrl	12.5	PosCtrl-54
3	3	9	1	Sample-9-1-1	Sample	100	Sample-589
3	3	9	2	Sample-9-1-2	Sample	50	Sample-589
3	3	9	3	Sample-9-1-3	Sample	25	Sample-589
3	3	9	4	Sample-9-1-4	Sample	12.5	Sample-589
3	3	9	5	Sample-9-1-5	Sample	6.25	Sample-589
3	3	9	6	Sample-9-2-1	Sample	100	Sample-590
3	3	9	7	Sample-9-2-2	Sample	50	Sample-590
3	3	9	8	Sample-9-2-3	Sample	25	Sample-590
3	3	9	9	Sample-9-2-4	Sample	12.5	Sample-590
3	3	9	10	Sample-9-2-5	Sample	6.25	Sample-590
3	3	9	11	PosCtrl-2-3	PosCtrl	25	PosCtrl-54
3	3	10	1	Sample-10-1-1	Sample	100	Sample-591
3	3	10	2	Sample-10-1-2	Sample	50	Sample-591
3	3	10	3	Sample-10-1-3	Sample	25	Sample-591
3	3	10	4	Sample-10-1-4	Sample	12.5	Sample-591
3	3	10	5	Sample-10-1-5	Sample	6.25	Sample-591
3	3	10	6	Sample-10-2-1	Sample	100	Sample-592
3	3	10	7	Sample-10-2-2	Sample	50	Sample-592
3	3	10	8	Sample-10-2-3	Sample	25	Sample-592
3	3	10	9	Sample-10-2-4	Sample	12.5	Sample-592
3	3	10	10	Sample-10-2-5	Sample	6.25	Sample-592
3	3	10	11	PosCtrl-2-2	PosCtrl	50	PosCtrl-54
3	3	11	1	Sample-11-1-1	Sample	100	Sample-593
3	3	11	2	Sample-11-1-2	Sample	50	Sample-593
3	3	11	3	Sample-11-1-3	Sample	25	Sample-593
3	3	11	4	Sample-11-1-4	Sample	12.5	Sample-593
3	3	11	5	Sample-11-1-5	Sample	6.25	Sample-593
3	3	11	6	Sample-11-2-1	Sample	100	Sample-594
3	3	11	7	Sample-11-2-2	Sample	50	Sample-594
3	3	11	8	Sample-11-2-3	Sample	25	Sample-594
3	3	11	9	Sample-11-2-4	Sample	12.5	Sample-594
3	3	11	10	Sample-11-2-5	Sample	6.25	Sample-594
3	3	11	11	PosCtrl-2-1	PosCtrl	100	PosCtrl-54
3	4	1	1	Sample-1-1-1	Sample	100	Sample-595
3	4	1	2	Sample-1-1-2	Sample	50	Sample-595
3	4	1	3	Sample-1-1-3	Sample	25	Sample-595
3	4	1	4	Sample-1-1-4	Sample	12.5	Sample-595
3	4	1	5	Sample-1-1-5	Sample	6.25	Sample-595
3	4	1	6	Sample-1-2-1	Sample	100	Sample-596
3	4	1	7	Sample-1-2-2	Sample	50	Sample-596
3	4	1	8	Sample-1-2-3	Sample	25	Sample-596
3	4	1	9	Sample-1-2-4	Sample	12.5	Sample-596
3	4	1	10	Sample-1-2-5	Sample	6.25	Sample-596
3	4	1	11	PosCtrl-1-1	PosCtrl	100	PosCtrl-55
3	4	2	1	Sample-2-1-1	Sample	100	Sample-597
3	4	2	2	Sample-2-1-2	Sample	50	Sample-597
3	4	2	3	Sample-2-1-3	Sample	25	Sample-597
3	4	2	4	Sample-2-1-4	Sample	12.5	Sample-597
3	4	2	5	Sample-2-1-5	Sample	6.25	Sample-597
3	4	2	6	Sample-2-2-1	Sample	100	Sample-598
3	4	2	7	Sample-2-2-2	Sample	50	Sample-598
3	4	2	8	Sample-2-2-3	Sample	25	Sample-598
3	4	2	9	Sample-2-2-4	Sample	12.5	Sample-598
3	4	2	10	Sample-2-2-5	Sample	6.25	Sample-598
3	4	2	11	PosCtrl-1-2	PosCtrl	50	PosCtrl-55
3	4	3	1	Sample-3-1-1	Sample	100	Sample-599
3	4	3	2	Sample-3-1-2	Sample	50	Sample-599
3	4	3	3	Sample-3-1-3	Sample	25	Sample-599
3	4	3	4	Sample-3-1-4	Sample	12.5	Sample-599
3	4	3	5	Sample-3-1-5	Sample	6.25	Sample-599
3	4	3	6	Sample-3-2-1	Sample	100	Sample-600
3	4	3	7	Sample-3-2-2	Sample	50	Sample-600
3	4	3	8	Sample-3-2-3	Sample	25	Sample-600
3	4	3	9	Sample-3-2-4	Sample	12.5	Sample-600
3	4	3	10	Sample-3-2-5	Sample	6.25	Sample-600
3	4	3	11	PosCtrl-1-3	PosCtrl	25	PosCtrl-55
3	4	4	1	Sample-4-1-1	Sample	100	Sample-601
3	4	4	2	Sample-4-1-2	Sample	50	Sample-601
3	4	4	3	Sample-4-1-3	Sample	25	Sample-601
3	4	4	4	Sample-4-1-4	Sample	12.5	Sample-601
3	4	4	5	Sample-4-1-5	Sample	6.25	Sample-601
3	4	4	6	Sample-4-2-1	Sample	100	Sample-602
3	4	4	7	Sample-4-2-2	Sample	50	Sample-602
3	4	4	8	Sample-4-2-3	Sample	25	Sample-602
3	4	4	9	Sample-4-2-4	Sample	12.5	Sample-602
3	4	4	10	Sample-4-2-5	Sample	6.25	Sample-602
